Datum;Uhrzeit;Physikalischer Nettoexport[MWh];Niederlande (Export)[MWh];Niederlande (Import)[MWh];Schweiz (Export)[MWh];Schweiz (Import)[MWh];Dänemark (Export)[MWh];Dänemark (Import)[MWh];Tschechien (Export)[MWh];Tschechien (Import)[MWh];Luxemburg (Export)[MWh];Luxemburg (Import)[MWh];Schweden (Export)[MWh];Schweden (Import)[MWh];Österreich (Export)[MWh];Österreich (Import)[MWh];Frankreich (Export)[MWh];Frankreich (Import)[MWh];Polen (Export)[MWh];Polen (Import)[MWh]
10.06.2019;05:00;-3.743;1.919;-0;0;-679;69;-670;0;-859;362;-0;0;-610;339;-616;0;-3.527;529;-0
10.06.2019;06:00;-1.593;1.394;-0;69;-324;86;-578;224;-238;330;-0;0;-106;465;-394;0;-3.548;1.027;-0
10.06.2019;07:00;-861;1.197;-0;0;-632;44;-515;606;-62;347;-0;3;-0;369;-186;0;-3.510;1.478;-0
10.06.2019;08:00;-507;1.076;-0;0;-673;0;-852;793;-8;366;-0;3;-0;436;-75;0;-3.314;1.741;-0
10.06.2019;09:00;738;1.168;-0;0;-710;67;-323;843;-22;387;-0;3;-0;585;-47;0;-2.765;1.552;-0
10.06.2019;10:00;2.059;1.300;-0;0;-458;275;-171;792;-14;400;-0;3;-0;877;-34;0;-2.373;1.462;-0
10.06.2019;11:00;3.729;1.601;-0;5;-138;323;-3;826;-0;420;-0;3;-0;1.242;-10;0;-1.883;1.343;-0
10.06.2019;12:00;5.342;1.746;-0;250;-0;781;-0;888;-0;426;-0;3;-0;1.328;-43;0;-1.263;1.226;-0
10.06.2019;13:00;6.501;1.712;-0;630;-0;1.820;-0;854;-0;400;-0;2;-0;1.457;-0;0;-1.510;1.136;-0
10.06.2019;14:00;5.327;2.053;-0;511;-0;1.238;-0;848;-0;404;-0;2;-0;1.330;-0;0;-2.281;1.222;-0
10.06.2019;15:00;3.397;1.947;-0;415;-0;166;-179;927;-19;391;-0;2;-0;1.289;-1;0;-2.949;1.408;-0
10.06.2019;16:00;1.528;2.063;-0;92;-21;2;-1.005;948;-48;400;-0;2;-0;1.028;-7;0;-3.354;1.428;-0
10.06.2019;17:00;-382;2.413;-0;0;-324;0;-1.585;565;-89;420;-0;2;-0;527;-122;0;-3.553;1.364;-0
10.06.2019;18:00;-2.136;2.133;-0;0;-781;0;-1.765;266;-127;430;-0;2;-0;313;-386;0;-3.583;1.362;-0
10.06.2019;19:00;-2.481;2.347;-0;0;-987;0;-1.768;209;-106;432;-0;0;-112;123;-469;0;-3.414;1.264;-0
10.06.2019;20:00;-2.704;2.400;-0;0;-1.132;0;-1.851;376;-78;422;-0;0;-318;139;-426;0;-3.563;1.327;-0
10.06.2019;21:00;-2.398;2.607;-0;0;-947;0;-1.910;377;-99;426;-0;0;-585;275;-294;0;-3.621;1.373;-0
10.06.2019;22:00;-2.290;2.485;-0;0;-610;0;-1.958;156;-353;443;-0;0;-610;365;-460;0;-3.052;1.304;-0
10.06.2019;23:00;-1.202;2.681;-0;82;-26;0;-1.880;54;-579;403;-0;0;-610;417;-481;0;-2.285;1.022;-0
11.06.2019;00:00;-1.900;2.290;-0;259;-100;0;-1.782;54;-577;385;-0;0;-610;357;-662;0;-2.456;942;-0
11.06.2019;01:00;-2.972;1.389;-0;354;-78;0;-1.584;28;-559;368;-0;0;-610;487;-574;0;-2.948;755;-0
11.06.2019;02:00;-3.927;963;-0;507;-154;0;-1.653;0;-741;366;-0;0;-610;637;-540;0;-3.294;592;-0
11.06.2019;03:00;-5.008;681;-0;339;-189;0;-1.653;0;-820;373;-0;0;-610;640;-544;0;-3.783;558;-0
11.06.2019;04:00;-5.474;422;-0;304;-266;0;-1.726;0;-814;386;-0;0;-610;629;-511;0;-3.873;585;-0
11.06.2019;05:00;-6.517;68;-289;256;-244;0;-1.874;0;-818;411;-0;0;-610;407;-606;0;-3.899;681;-0
11.06.2019;06:00;-6.573;0;-905;0;-528;0;-1.601;9;-562;452;-0;0;-610;322;-610;0;-3.619;1.079;-0
11.06.2019;07:00;-6.790;0;-871;0;-1.266;4;-1.178;0;-540;520;-0;0;-334;224;-961;0;-3.541;1.153;-0
11.06.2019;08:00;-5.541;70;-448;0;-1.424;1;-955;31;-439;555;-0;0;-226;339;-798;0;-3.493;1.246;-0
11.06.2019;09:00;-4.127;314;-283;0;-1.305;0;-916;141;-280;555;-0;0;-209;225;-516;0;-3.274;1.421;-0
11.06.2019;10:00;-4.257;16;-426;0;-1.193;0;-927;105;-245;568;-0;0;-233;269;-295;0;-3.334;1.438;-0
11.06.2019;11:00;-4.057;11;-523;0;-1.123;0;-1.036;187;-198;584;-0;0;-207;184;-209;0;-3.241;1.514;-0
11.06.2019;12:00;-2.493;271;-344;0;-1.076;0;-986;682;-40;586;-0;0;-243;524;-64;0;-3.074;1.271;-0
11.06.2019;13:00;-1.890;283;-425;0;-984;0;-876;915;-0;585;-0;0;-244;747;-56;0;-3.244;1.409;-0
11.06.2019;14:00;-1.815;330;-473;0;-850;0;-941;1.059;-0;583;-0;0;-268;720;-40;0;-3.325;1.390;-0
11.06.2019;15:00;-2.563;28;-542;0;-848;0;-1.060;1.085;-0;574;-0;0;-322;736;-28;0;-3.624;1.438;-0
11.06.2019;16:00;-2.549;430;-356;0;-851;0;-892;899;-0;562;-0;0;-421;673;-68;0;-3.778;1.253;-0
11.06.2019;17:00;-4.131;793;-367;0;-1.393;6;-665;415;-4;562;-0;0;-372;146;-449;0;-3.637;834;-0
11.06.2019;18:00;-5.129;826;-297;0;-1.777;43;-329;74;-278;579;-0;0;-423;147;-920;0;-3.404;630;-0
11.06.2019;19:00;-5.895;934;-441;0;-2.181;17;-466;14;-389;581;-0;0;-445;244;-1.158;0;-3.392;787;-0
11.06.2019;20:00;-5.368;949;-691;0;-1.997;6;-508;119;-304;542;-0;0;-446;343;-1.098;0;-3.458;1.175;-0
11.06.2019;21:00;-5.375;971;-783;0;-1.682;0;-773;200;-375;516;-0;0;-446;115;-965;0;-3.534;1.381;-0
11.06.2019;22:00;-5.339;1.421;-638;0;-1.960;0;-985;132;-644;506;-0;0;-446;7;-1.036;0;-2.995;1.299;-0
11.06.2019;23:00;-4.145;1.357;-509;0;-1.075;0;-1.132;217;-782;468;-0;0;-446;140;-617;0;-3.123;1.357;-0
12.06.2019;00:00;-2.819;1.678;-413;49;-150;0;-1.170;129;-1.096;440;-0;0;-446;413;-420;0;-2.914;1.081;-0
12.06.2019;01:00;-4.173;969;-643;216;-185;0;-802;0;-1.204;425;-0;0;-446;406;-482;0;-3.268;841;-0
12.06.2019;02:00;-6.232;323;-706;36;-144;0;-856;0;-1.493;418;-0;0;-445;312;-657;0;-3.677;657;-0
12.06.2019;03:00;-7.281;41;-741;0;-358;0;-993;0;-1.618;421;-0;0;-446;433;-651;0;-3.870;501;-0
12.06.2019;04:00;-7.962;0;-1.057;0;-430;0;-1.086;0;-1.616;438;-0;0;-446;313;-681;0;-3.756;359;-0
12.06.2019;05:00;-7.555;2;-1.020;0;-638;0;-1.132;0;-1.281;460;-0;0;-446;270;-526;0;-3.913;669;-0
12.06.2019;06:00;-7.373;0;-1.483;0;-1.364;1;-711;1;-717;485;-0;0;-446;231;-590;0;-3.950;1.170;-0
12.06.2019;07:00;-6.237;0;-1.219;0;-1.497;13;-288;63;-574;555;-0;0;-419;400;-871;0;-3.730;1.330;-0
12.06.2019;08:00;-5.178;359;-1.087;0;-1.730;23;-298;261;-353;596;-0;0;-404;590;-662;0;-3.708;1.235;-0
12.06.2019;09:00;-2.956;1.102;-908;0;-1.464;17;-430;507;-145;600;-0;0;-434;760;-350;0;-3.432;1.221;-0
12.06.2019;10:00;-2.129;1.698;-763;0;-1.465;14;-458;552;-126;625;-0;0;-414;867;-280;0;-3.590;1.211;-0
12.06.2019;11:00;-1.765;1.978;-771;0;-1.363;61;-658;533;-131;599;-0;0;-430;718;-74;0;-3.364;1.137;-0
12.06.2019;12:00;-2.216;2.060;-748;0;-1.766;0;-1.238;866;-20;551;-0;0;-445;753;-38;0;-3.119;928;-0
12.06.2019;13:00;-1.464;2.107;-757;0;-1.226;0;-1.206;1.092;-2;523;-0;0;-445;1.116;-0;0;-3.619;953;-0
12.06.2019;14:00;652;2.525;-747;0;-741;0;-1.156;1.215;-0;531;-0;0;-445;1.767;-0;0;-3.169;872;-0
12.06.2019;15:00;-24;2.362;-806;0;-768;11;-853;1.163;-0;539;-0;0;-445;1.523;-0;0;-3.540;790;-0
12.06.2019;16:00;-656;2.228;-785;0;-1.198;2;-881;1.252;-2;529;-0;0;-446;1.201;-0;0;-3.485;929;-0
12.06.2019;17:00;-943;2.218;-664;0;-1.555;0;-706;985;-13;530;-0;0;-446;954;-0;0;-3.526;1.280;-0
12.06.2019;18:00;-1.596;1.763;-769;0;-1.556;0;-485;841;-83;545;-0;0;-446;538;-45;0;-3.361;1.462;-0
12.06.2019;19:00;-2.116;1.658;-728;0;-1.780;1;-538;865;-137;544;-0;0;-446;446;-112;0;-3.371;1.482;-0
12.06.2019;20:00;-2.840;1.311;-700;0;-1.452;2;-671;846;-95;529;-0;0;-446;729;-190;0;-3.824;1.121;-0
12.06.2019;21:00;-3.307;920;-537;0;-1.238;0;-911;832;-76;509;-0;0;-446;771;-158;0;-3.967;994;-0
12.06.2019;22:00;-2.191;1.468;-127;0;-1.073;0;-956;654;-215;519;-0;0;-445;439;-91;0;-3.656;1.292;-0
12.06.2019;23:00;-535;1.711;-0;195;-263;0;-1.130;569;-456;463;-0;0;-445;695;-58;0;-3.118;1.302;-0
13.06.2019;00:00;-1.862;939;-0;327;-132;0;-926;301;-668;390;-0;0;-445;806;-108;0;-3.607;1.261;-0
13.06.2019;01:00;-3.434;954;-0;374;-206;0;-1.106;56;-815;366;-0;0;-446;745;-229;0;-4.219;1.092;-0
13.06.2019;02:00;-3.396;740;-139;580;-290;0;-1.050;49;-774;367;-0;0;-446;876;-175;0;-4.252;1.118;-0
13.06.2019;03:00;-3.843;521;-777;818;-238;0;-907;45;-780;360;-0;0;-445;776;-172;0;-4.198;1.154;-0
13.06.2019;04:00;-4.796;261;-1.132;620;-255;0;-1.011;11;-821;375;-0;0;-445;1.001;-199;0;-4.259;1.058;-0
13.06.2019;05:00;-3.873;61;-1.178;860;-164;0;-953;68;-794;408;-0;0;-446;1.080;-159;0;-3.859;1.203;-0
13.06.2019;06:00;-3.592;0;-2.077;462;-246;7;-432;420;-444;451;-0;0;-253;920;-26;0;-3.832;1.458;-0
13.06.2019;07:00;-3.611;0;-2.394;18;-553;256;-352;754;-50;407;-0;0;-17;1.156;-91;0;-4.239;1.494;-0
13.06.2019;08:00;-2.035;0;-1.641;0;-893;315;-264;1.093;-1;543;-0;3;-0;1.415;-43;0;-4.087;1.525;-0
13.06.2019;09:00;1.415;219;-426;156;-369;355;-240;1.506;-0;537;-0;3;-0;1.756;-0;0;-3.485;1.403;-0
13.06.2019;10:00;3.816;863;-548;605;-93;657;-53;1.576;-0;533;-0;3;-0;2.217;-0;0;-3.349;1.405;-0
13.06.2019;11:00;5.248;1.145;-693;864;-19;1.086;-0;1.691;-0;550;-0;3;-0;2.508;-0;0;-3.319;1.432;-0
13.06.2019;12:00;6.589;1.375;-218;766;-0;1.147;-0;1.808;-0;543;-0;100;-0;2.729;-0;0;-3.031;1.370;-0
13.06.2019;13:00;5.537;1.256;-246;701;-0;1.038;-0;1.885;-0;527;-0;7;-0;2.533;-0;0;-3.474;1.310;-0
13.06.2019;14:00;5.276;1.165;-132;611;-0;928;-0;1.807;-0;500;-0;57;-0;2.490;-0;0;-3.370;1.220;-0
13.06.2019;15:00;2.536;1.084;-306;493;-138;55;-53;1.658;-0;488;-0;5;-0;2.114;-0;0;-3.970;1.106;-0
13.06.2019;16:00;1.219;618;-431;387;-224;259;-364;1.355;-0;516;-0;3;-0;2.016;-0;0;-4.068;1.152;-0
13.06.2019;17:00;419;136;-115;28;-397;111;-521;1.340;-0;537;-0;2;-0;1.980;-0;0;-3.926;1.244;-0
13.06.2019;18:00;-1.368;0;-482;0;-1.006;251;-136;848;-7;546;-0;2;-0;1.301;-78;0;-3.830;1.223;-0
13.06.2019;19:00;-3.540;0;-960;0;-1.440;194;-253;559;-234;554;-0;2;-0;997;-290;0;-3.889;1.220;-0
13.06.2019;20:00;-5.110;0;-1.302;0;-1.543;301;-327;516;-329;540;-0;0;-385;667;-378;0;-4.047;1.177;-0
13.06.2019;21:00;-3.845;0;-1.085;0;-1.350;317;-295;716;-121;517;-0;0;-310;609;-236;0;-4.039;1.432;-0
13.06.2019;22:00;-3.875;0;-680;0;-1.727;191;-297;694;-119;524;-0;0;-438;680;-190;0;-3.810;1.297;-0
13.06.2019;23:00;-2.578;0;-366;0;-642;6;-376;546;-305;489;-0;0;-446;716;-50;0;-3.373;1.223;-0
14.06.2019;00:00;-3.704;111;-249;69;-390;0;-1.134;367;-518;455;-0;0;-446;718;-48;0;-3.867;1.228;-0
14.06.2019;01:00;-3.874;142;-456;168;-263;0;-1.240;241;-430;436;-0;0;-446;740;-114;0;-3.946;1.294;-0
14.06.2019;02:00;-4.290;408;-312;35;-348;0;-1.236;93;-526;424;-0;0;-446;661;-172;0;-4.014;1.143;-0
14.06.2019;03:00;-5.091;438;-183;0;-441;0;-1.178;0;-728;408;-0;0;-446;653;-275;0;-4.203;864;-0
14.06.2019;04:00;-5.124;227;-119;0;-327;0;-1.074;0;-815;388;-0;0;-446;755;-307;0;-4.185;779;-0
14.06.2019;05:00;-5.119;1;-489;106;-310;0;-935;11;-610;398;-0;0;-446;610;-250;0;-4.157;952;-0
14.06.2019;06:00;-3.662;0;-678;0;-546;0;-730;288;-311;421;-0;0;-295;592;-48;0;-3.730;1.375;-0
14.06.2019;07:00;-1.926;114;-431;0;-922;41;-426;489;-206;487;-0;0;-23;607;-33;0;-3.101;1.478;-0
14.06.2019;08:00;-1.165;454;-353;0;-1.169;37;-424;603;-94;541;-0;3;-0;1.019;-12;0;-3.119;1.349;-0
14.06.2019;09:00;1.398;1.402;-153;0;-888;87;-421;684;-2;563;-0;3;-0;1.529;-0;0;-2.852;1.446;-0
14.06.2019;10:00;3.304;1.596;-9;7;-329;135;-421;1.029;-0;580;-0;3;-0;2.037;-0;0;-2.747;1.423;-0
14.06.2019;11:00;4.212;1.716;-0;172;-0;45;-527;1.061;-0;585;-0;3;-0;2.070;-0;0;-2.274;1.361;-0
14.06.2019;12:00;4.382;1.100;-10;517;-0;56;-754;1.591;-0;564;-0;0;-106;2.375;-0;0;-2.157;1.206;-0
14.06.2019;13:00;3.969;836;-182;672;-0;16;-723;1.508;-0;544;-0;0;-2;2.552;-0;0;-2.403;1.151;-0
14.06.2019;14:00;2.857;489;-213;634;-0;93;-805;1.436;-0;536;-0;0;-229;2.416;-0;0;-2.577;1.077;-0
14.06.2019;15:00;1.075;305;-208;303;-20;59;-778;1.363;-0;534;-0;0;-325;1.983;-0;0;-3.176;1.035;-0
14.06.2019;16:00;-1.509;0;-800;0;-575;29;-770;1.470;-0;536;-0;0;-373;1.682;-20;0;-3.931;1.243;-0
14.06.2019;17:00;-2.845;0;-701;0;-1.313;57;-743;1.192;-0;560;-0;0;-444;1.332;-255;0;-3.806;1.276;-0
14.06.2019;18:00;-3.820;79;-648;0;-1.424;18;-679;815;-5;573;-0;0;-446;928;-456;0;-3.767;1.192;-0
14.06.2019;19:00;-4.733;171;-660;0;-1.640;0;-726;523;-81;574;-0;0;-446;831;-606;0;-3.866;1.193;-0
14.06.2019;20:00;-4.321;501;-549;0;-1.554;0;-861;661;-45;550;-0;0;-446;739;-647;0;-4.023;1.353;-0
14.06.2019;21:00;-3.641;495;-410;0;-1.244;0;-1.031;768;-20;527;-0;0;-446;616;-410;0;-4.002;1.516;-0
14.06.2019;22:00;-1.977;1.276;-63;0;-1.226;0;-1.052;694;-50;523;-0;0;-446;610;-262;0;-3.513;1.532;-0
14.06.2019;23:00;-1.085;1.940;-0;0;-966;0;-1.026;535;-323;490;-0;0;-446;425;-83;0;-3.116;1.485;-0
15.06.2019;00:00;-1.329;2.343;-0;0;-880;0;-1.056;458;-388;458;-0;0;-446;554;-181;0;-3.666;1.475;-0
15.06.2019;01:00;-1.998;2.011;-0;0;-762;0;-1.068;361;-420;433;-0;0;-446;565;-238;0;-3.853;1.419;-0
15.06.2019;02:00;-1.908;2.260;-0;0;-448;0;-1.065;281;-555;425;-0;0;-446;472;-300;0;-3.765;1.233;-0
15.06.2019;03:00;-2.678;1.923;-0;0;-404;3;-972;188;-538;422;-0;0;-446;725;-308;0;-4.367;1.096;-0
15.06.2019;04:00;-3.145;1.723;-0;0;-513;0;-1.027;237;-430;411;-0;0;-446;803;-299;0;-4.647;1.043;-0
15.06.2019;05:00;-3.357;1.669;-0;66;-535;0;-1.056;218;-443;409;-0;0;-446;677;-304;0;-4.689;1.077;-0
15.06.2019;06:00;-2.908;1.630;-0;55;-495;0;-1.067;289;-431;387;-0;0;-446;735;-228;0;-4.649;1.312;-0
15.06.2019;07:00;-934;1.847;-0;12;-272;0;-983;657;-248;382;-0;0;-446;969;-35;0;-4.270;1.453;-0
15.06.2019;08:00;1.446;2.438;-0;33;-19;0;-1.008;822;-117;445;-0;0;-446;1.594;-0;0;-3.610;1.314;-0
15.06.2019;09:00;2.114;2.774;-0;6;-244;14;-999;932;-24;469;-0;0;-446;1.630;-0;0;-3.207;1.209;-0
15.06.2019;10:00;3.344;2.537;-0;27;-57;131;-733;1.177;-0;462;-0;0;-198;1.884;-0;0;-2.960;1.074;-0
15.06.2019;11:00;4.436;2.019;-0;313;-0;243;-448;1.319;-0;462;-0;0;-9;2.234;-0;0;-2.720;1.023;-0
15.06.2019;12:00;5.558;2.249;-0;507;-0;279;-432;1.622;-0;440;-0;2;-0;2.299;-0;0;-2.440;1.032;-0
15.06.2019;13:00;3.935;1.970;-0;223;-45;203;-892;2.028;-0;407;-0;0;-385;2.476;-0;0;-3.216;1.166;-0
15.06.2019;14:00;3.970;2.133;-0;399;-140;172;-1.004;2.116;-0;403;-0;0;-445;2.356;-0;0;-3.199;1.179;-0
15.06.2019;15:00;3.418;1.910;-0;443;-310;5;-1.008;2.217;-0;416;-0;0;-148;2.271;-0;0;-3.661;1.283;-0
15.06.2019;16:00;3.020;2.290;-0;446;-332;86;-451;1.637;-0;425;-0;0;-128;1.979;-0;0;-4.141;1.209;-0
15.06.2019;17:00;2.475;1.870;-0;525;-241;80;-444;1.608;-50;430;-0;0;-287;1.884;-0;0;-4.210;1.310;-0
15.06.2019;18:00;2.267;2.143;-0;422;-172;1;-961;1.733;-143;453;-0;0;-437;1.654;-0;0;-3.748;1.322;-0
15.06.2019;19:00;-329;1.894;-0;0;-757;0;-1.020;1.609;-213;454;-0;0;-446;986;-0;0;-4.002;1.166;-0
15.06.2019;20:00;-930;1.633;-0;0;-696;0;-1.045;1.375;-190;447;-0;0;-446;833;-11;0;-4.098;1.268;-0
15.06.2019;21:00;-1.065;1.426;-2;0;-532;0;-1.081;1.236;-189;436;-0;0;-446;831;-20;0;-4.197;1.473;-0
15.06.2019;22:00;-1.696;1.680;-31;0;-979;0;-1.051;930;-181;452;-0;0;-446;715;-121;0;-4.060;1.396;-0
15.06.2019;23:00;-1.939;1.983;-41;0;-952;0;-1.059;443;-213;434;-0;0;-446;565;-237;0;-3.612;1.196;-0
16.06.2019;00:00;-2.352;1.718;-52;0;-436;0;-1.061;104;-290;403;-0;0;-446;731;-250;0;-3.772;999;-0
16.06.2019;01:00;-4.576;846;-3;0;-670;2;-990;2;-457;377;-0;0;-446;660;-292;0;-4.352;747;-0
16.06.2019;02:00;-5.050;552;-0;0;-583;0;-1.034;0;-685;362;-0;0;-446;954;-377;0;-4.385;592;-0
16.06.2019;03:00;-5.736;348;-0;0;-500;0;-1.016;0;-766;361;-0;0;-446;561;-425;0;-4.439;586;-0
16.06.2019;04:00;-6.862;160;-317;0;-676;0;-1.010;0;-703;365;-0;0;-446;417;-446;0;-4.700;494;-0
16.06.2019;05:00;-6.830;263;-592;0;-819;0;-1.037;0;-822;369;-0;0;-446;421;-470;0;-4.119;422;-0
16.06.2019;06:00;-6.611;274;-534;0;-764;0;-1.016;0;-969;356;-0;0;-446;423;-503;0;-3.868;436;-0
16.06.2019;07:00;-5.445;181;-482;0;-662;29;-1.004;0;-631;359;-0;0;-446;521;-370;0;-3.725;785;-0
16.06.2019;08:00;-4.738;36;-512;0;-829;91;-936;70;-304;379;-0;0;-126;543;-252;0;-3.906;1.008;-0
16.06.2019;09:00;-4.699;0;-963;0;-1.244;124;-605;373;-170;389;-0;0;-1;455;-96;0;-4.231;1.270;-0
16.06.2019;10:00;-4.762;14;-779;0;-1.656;185;-687;520;-99;401;-0;2;-0;444;-49;0;-4.449;1.391;-0
16.06.2019;11:00;-4.097;112;-827;0;-1.408;194;-674;603;-75;425;-0;2;-0;575;-38;0;-4.460;1.474;-0
16.06.2019;12:00;-2.844;227;-245;0;-1.405;449;-421;459;-72;446;-0;2;-0;616;-25;0;-4.157;1.282;-0
16.06.2019;13:00;-3.335;7;-642;0;-1.505;596;-421;575;-1;421;-0;2;-0;764;-4;0;-4.410;1.283;-0
16.06.2019;14:00;-4.000;0;-1.005;0;-1.713;277;-421;517;-41;411;-0;2;-0;769;-0;0;-4.018;1.222;-0
16.06.2019;15:00;-4.271;0;-824;0;-1.659;33;-540;458;-34;396;-0;2;-0;653;-20;0;-3.850;1.114;-0
16.06.2019;16:00;-4.738;0;-449;0;-1.613;10;-546;183;-235;396;-0;0;-177;442;-22;0;-3.654;927;-0
16.06.2019;17:00;-4.355;445;-358;0;-1.499;0;-645;18;-227;413;-0;0;-424;423;-75;0;-3.487;1.061;-0
16.06.2019;18:00;-5.637;894;-587;0;-1.706;0;-447;0;-845;435;-0;0;-446;252;-417;0;-3.551;781;-0
16.06.2019;19:00;-6.407;1.172;-683;0;-1.779;1;-555;0;-1.004;444;-0;0;-445;65;-588;0;-3.743;708;-0
16.06.2019;20:00;-7.804;1.300;-623;0;-2.009;0;-696;0;-1.283;445;-0;0;-445;1;-1.113;0;-3.910;529;-0
16.06.2019;21:00;-7.944;1.141;-640;0;-1.779;0;-666;0;-1.286;441;-0;0;-445;0;-1.379;0;-3.859;528;-0
16.06.2019;22:00;-8.017;1.036;-576;0;-1.984;0;-668;0;-1.315;468;-0;0;-446;0;-1.212;0;-3.766;452;-6
16.06.2019;23:00;-7.372;1.471;-426;0;-1.978;0;-657;0;-1.423;438;-0;0;-446;13;-1.060;0;-3.718;450;-36
17.06.2019;00:00;-6.609;1.155;-34;0;-1.115;0;-923;0;-1.324;411;-0;0;-445;171;-896;0;-3.851;302;-60
17.06.2019;01:00;-6.956;822;-0;0;-968;0;-1.069;0;-1.161;392;-0;0;-445;215;-944;0;-4.106;338;-30
17.06.2019;02:00;-6.633;696;-0;0;-636;0;-1.075;0;-1.184;388;-0;0;-446;308;-666;0;-4.282;311;-47
17.06.2019;03:00;-6.726;656;-0;0;-525;0;-1.065;0;-1.167;394;-0;0;-446;268;-733;0;-4.418;341;-31
17.06.2019;04:00;-7.176;541;-0;0;-520;0;-1.076;0;-1.329;404;-0;0;-446;325;-821;0;-4.472;266;-48
17.06.2019;05:00;-6.858;308;-8;0;-562;0;-1.039;0;-1.320;421;-0;0;-446;307;-766;0;-4.217;468;-4
17.06.2019;06:00;-6.659;120;-418;0;-1.112;7;-579;0;-966;451;-0;0;-446;152;-717;0;-3.934;783;-0
17.06.2019;07:00;-5.888;587;-511;0;-1.212;5;-595;0;-857;506;-0;0;-446;125;-844;0;-3.644;998;-0
17.06.2019;08:00;-4.091;999;-472;22;-771;5;-657;0;-561;540;-0;0;-446;92;-720;0;-3.320;1.198;-0
17.06.2019;09:00;-1.419;1.352;-343;7;-517;19;-732;75;-127;556;-0;0;-446;443;-118;0;-3.124;1.536;-0
17.06.2019;10:00;662;1.360;-116;92;-15;47;-844;467;-5;577;-0;0;-446;1.068;-0;0;-3.169;1.646;-0
17.06.2019;11:00;2.479;1.619;-88;750;-0;30;-847;859;-0;591;-0;0;-446;1.258;-0;0;-2.719;1.472;-0
17.06.2019;12:00;2.644;1.638;-135;274;-42;9;-886;1.305;-0;586;-0;0;-446;1.523;-0;0;-2.589;1.407;-0
17.06.2019;13:00;1.348;1.478;-351;75;-147;4;-978;1.290;-0;576;-0;0;-446;1.427;-0;0;-2.954;1.374;-0
17.06.2019;14:00;1.382;1.443;-530;106;-81;2;-965;1.249;-0;571;-0;0;-446;1.501;-0;0;-2.838;1.370;-0
