Datum;Uhrzeit;Deutschland/Luxemburg[Euro/MWh];Dänemark 1[Euro/MWh];Dänemark 2[Euro/MWh];Frankreich[Euro/MWh];Italien (Nord)[Euro/MWh];Niederlande[Euro/MWh];Polen[Euro/MWh];Schweden 4[Euro/MWh];Schweiz[Euro/MWh];Slowenien[Euro/MWh];Tschechien[Euro/MWh];Ungarn[Euro/MWh];Österreich[Euro/MWh];Deutschland/Österreich/Luxemburg[Euro/MWh]
03.06.2019;00:00;26,57;26,57;26,57;26,61;-;26,8;-;25,93;23,31;26,58;21,11;21,11;26,58;-
03.06.2019;01:00;23,34;23,34;23,34;23,34;-;23,51;-;22,78;19,45;23,36;16,4;16,4;23,36;-
03.06.2019;02:00;20,78;20,78;20,78;20,78;-;20,78;-;20,78;18,14;20,78;15,49;15,49;20,78;-
03.06.2019;03:00;19,97;19,97;19,97;17,71;-;19,84;-;19,97;15,97;19,97;15,63;15,63;19,97;-
03.06.2019;04:00;19,64;19,64;19,64;14,51;-;19,33;-;19,17;20,04;19,64;19,59;19,59;19,64;-
03.06.2019;05:00;24,04;24,04;24,04;21,16;-;23,87;-;24,04;28,07;24,04;25,03;25,03;24,04;-
03.06.2019;06:00;40,62;40,62;40,62;22,24;-;39,22;-;40,62;36,7;40,62;36,17;36,17;40,62;-
03.06.2019;07:00;44,92;44,92;44,92;41,46;-;44,64;-;44,92;42,74;44,92;43,37;44,2;44,92;-
03.06.2019;08:00;45,02;45,02;45,02;45,02;-;45,02;-;45,02;43,3;45,02;42,9;43,86;45,02;-
03.06.2019;09:00;41,81;41,81;41,81;41,81;-;41,81;-;41,81;41,78;41,81;40,26;41,59;41,81;-
03.06.2019;10:00;39,36;39,36;39,36;39,36;-;39,36;-;39,36;39,69;39,36;38,24;39,85;39,36;-
03.06.2019;11:00;37,71;37,71;37,71;37,71;-;37,71;-;37,71;39,08;37,71;37,81;40,01;37,71;-
03.06.2019;12:00;36,25;36,25;36,25;36,25;-;36,25;-;36,25;37,61;36,25;37,63;40,94;36,25;-
03.06.2019;13:00;35,46;35,46;35,46;35,46;-;35,46;-;35,46;36,05;41,63;35,28;40,34;35,46;-
03.06.2019;14:00;35,23;35,23;35,23;35,23;-;35,23;-;35,23;34,89;36,9;34,9;40,01;35,23;-
03.06.2019;15:00;35,68;35,68;35,68;35,68;-;35,68;-;35,68;35,8;44,1;35,1;39,86;35,68;-
03.06.2019;16:00;35,69;35,69;35,69;35,69;-;35,69;-;35,69;37,23;36,1;37,2;40,44;35,69;-
03.06.2019;17:00;42,97;42,97;42,97;38,13;-;42,1;-;42,97;40,85;42,97;42,7;42,97;42,97;-
03.06.2019;18:00;45,42;45,42;45,42;45,42;-;45,42;-;45,42;43,7;45,42;46,73;47,56;45,42;-
03.06.2019;19:00;50,5;50,5;50,5;50,5;-;50,5;-;49,29;46,05;50,5;49;51,48;50,5;-
03.06.2019;20:00;48,98;48,98;48,98;48,91;-;48,98;-;47,81;45,96;57,06;50,43;56,54;48,97;-
03.06.2019;21:00;48,35;48,35;48,35;44,94;-;48,12;-;47,19;45,19;47,9;48,45;51,07;47,9;-
03.06.2019;22:00;45,96;45,96;45,96;45,96;-;45,96;-;44,86;41,93;45,96;43,69;44,43;45,96;-
03.06.2019;23:00;41,4;41,4;41,4;41,4;-;41,4;-;40,41;38,99;41,4;38,48;38,48;41,4;-
04.06.2019;00:00;34,74;34,74;34,74;34,74;-;34,74;-;2,91;37,78;34,74;35,8;35,8;34,74;-
04.06.2019;01:00;32,99;32,99;32,99;32,99;-;32,99;-;3;34,77;32,99;34,34;34,34;32,99;-
04.06.2019;02:00;31,86;31,86;31,86;31,86;-;31,86;-;3,21;33,69;31,86;32,98;32,98;31,86;-
04.06.2019;03:00;31,21;31,21;31,21;28,28;-;30,99;-;3,22;32,96;30,69;31,4;31,4;30,69;-
04.06.2019;04:00;32,83;32,83;32,83;24,49;-;32,23;-;2,92;33,25;31,32;31,19;31,19;31,32;-
04.06.2019;05:00;33,91;33,91;33,91;25,14;-;33,29;-;19,99;34,3;33,91;33,59;33,59;33,91;-
04.06.2019;06:00;42,95;42,95;42,95;30,74;-;42;-;42,95;42,58;40,96;44,4;44,4;40,96;-
04.06.2019;07:00;50,29;50,29;50,29;37,98;-;41,9;-;50,29;46,04;47,18;52,47;53,3;47,18;-
04.06.2019;08:00;55,43;55,43;55,43;47,69;-;54,7;-;55,43;49,72;54,3;50;52,83;54,3;-
04.06.2019;09:00;46,93;46,93;46,93;46,93;-;46,93;-;46,93;46;47;45,36;48,76;46,93;-
04.06.2019;10:00;42,24;42,24;42,24;42,24;-;42,24;-;42,24;42,71;42,24;42,1;44,16;42,24;-
04.06.2019;11:00;41;41;41;41;-;41;-;41;40,38;41;39,73;42,35;41;-
04.06.2019;12:00;37,56;37,56;37,56;37,56;-;37,56;-;37,56;38,38;37,56;38,63;41,59;37,56;-
04.06.2019;13:00;36,5;36,5;36,5;36,5;-;36,5;-;36,5;37,81;36,5;37,35;40,61;36,5;-
04.06.2019;14:00;35,19;35,19;35,19;35,19;-;35,19;-;35,19;37,28;37,1;37;39,52;35,19;-
04.06.2019;15:00;34,47;34,47;34,47;34,47;-;34,47;-;34,47;37,06;37,11;37;39,38;34,47;-
04.06.2019;16:00;36,65;36,65;36,65;36,65;-;36,65;-;36,65;37,89;36,89;38,2;39,38;36,65;-
04.06.2019;17:00;42,92;42,92;42,92;30,03;-;41,86;-;42,92;42,79;42,92;43,8;43,8;42,92;-
04.06.2019;18:00;45,13;45,13;45,13;39,39;-;45,13;-;45,13;44,61;44,94;45,52;47,35;44,94;-
04.06.2019;19:00;46,17;46,17;46,17;43,05;-;46,17;-;46,17;45,87;45,68;48;50,21;45,68;-
04.06.2019;20:00;44,72;44,72;44,72;37,28;-;44,72;-;44,72;44,95;45,45;45;54,77;44,72;-
04.06.2019;21:00;38,28;38,28;38,28;38,28;-;38,28;-;38,28;40,91;40;40,91;48,78;38,28;-
04.06.2019;22:00;33,83;33,83;33,83;33,83;-;33,83;-;33,83;37,36;36,89;37,27;37,27;33,83;-
04.06.2019;23:00;28,01;28,01;28,01;28,01;-;28,01;-;27,34;31,01;28,01;30,8;30,93;28,01;-
05.06.2019;00:00;27,48;26,82;26,82;27,48;-;27,48;-;26,82;28,09;27,48;27,02;27,02;27,48;-
05.06.2019;01:00;26,06;25,23;25,23;26,06;-;26,06;-;25,23;25,92;26,06;25,7;25,7;26,06;-
05.06.2019;02:00;24,55;19,96;19,96;24,55;-;24,55;-;19,96;25,04;24,55;23,81;23,81;24,55;-
05.06.2019;03:00;24,54;16,13;16,13;24,54;-;24,54;-;16,13;24,53;24,54;23,01;23,01;24,54;-
05.06.2019;04:00;25,31;6,08;6,08;25,31;-;25,31;-;6,08;24,68;25,31;24,05;24,05;25,31;-
05.06.2019;05:00;27,75;20,41;20,41;24,6;-;27,53;-;20,41;27,61;27,75;27,05;27,05;27,75;-
05.06.2019;06:00;37,52;32,52;32,52;27,46;-;36,66;-;32,52;37,2;38,7;38,08;38,08;37,52;-
05.06.2019;07:00;44,51;43,44;43,44;37,14;-;44,27;-;43,44;43,38;45,4;44,89;47,93;44,51;-
05.06.2019;08:00;44,99;35,98;44,99;44,99;-;44,99;-;44,99;45,7;70;48,5;52,08;44,99;-
05.06.2019;09:00;43,97;43,97;43,97;43,97;-;43,97;-;43,97;42,73;57,77;44,51;53,65;43,97;-
05.06.2019;10:00;41,38;41,38;41,38;41,38;-;41,38;-;41,38;39,3;52,22;39,93;48,02;41,38;-
05.06.2019;11:00;40,46;40,46;40,46;40,46;-;40,46;-;40,46;38,13;51,15;38,16;46,01;40,46;-
05.06.2019;12:00;38,85;38,85;38,85;38,85;-;38,85;-;38,85;36,37;42,95;36,62;41,59;38,85;-
05.06.2019;13:00;36,32;36,32;36,32;36,32;-;36,32;-;36,32;34,91;39,9;34,95;37;36,32;-
05.06.2019;14:00;36,19;36,19;36,19;36,19;-;36,19;-;36,19;34,07;36,19;34,2;34,44;36,19;-
05.06.2019;15:00;38,01;38,01;38,01;38,01;-;38,01;-;38,01;34,22;38,01;34,12;34,51;38,01;-
05.06.2019;16:00;39;39;39;39;-;39;-;38,93;35,46;39;35,7;35,7;39;-
05.06.2019;17:00;43,45;43,45;43,45;41,37;-;43,37;-;43,45;40,27;43,45;41,37;41,37;43,45;-
05.06.2019;18:00;48,28;48,28;48,28;43,92;-;48,28;-;48,28;42,8;47,65;44,97;44,97;47,65;-
05.06.2019;19:00;56,52;56,52;56,52;44,07;-;56,52;-;56,52;44,88;54,68;47,81;47,81;54,68;-
05.06.2019;20:00;49,41;49,41;49,41;33,88;-;49,41;-;48,22;44,33;47,1;45,97;48,97;47,1;-
05.06.2019;21:00;43,68;43,68;43,68;31,08;-;43,22;-;31,45;40,55;43,68;41,92;43,69;43,68;-
05.06.2019;22:00;39,99;34,57;34,57;39,99;-;39,99;-;26,92;36,87;39,99;37,06;37,06;39,99;-
05.06.2019;23:00;32,09;32,09;32,09;32,09;-;32,09;-;6,53;31,77;32,09;31,26;31,26;32,09;-
06.06.2019;00:00;28,5;28,5;28,5;28,5;-;28,5;-;2,19;29,28;28,5;31,26;28,92;28,5;-
06.06.2019;01:00;26,5;26,5;26,5;26,5;-;26,5;-;2,7;27,49;26,5;31,26;25,44;26,5;-
06.06.2019;02:00;24,64;24,64;24,64;24,64;-;24,64;-;2,42;26,19;24,64;24;24;24,64;-
06.06.2019;03:00;24,03;24,03;24,03;24,03;-;24,03;-;2,38;26,1;24,03;22,97;22,97;24,03;-
06.06.2019;04:00;24,06;24,06;24,06;24,06;-;24,06;-;1,83;25,84;24,06;22,51;22,51;24,06;-
06.06.2019;05:00;27,54;26,22;26,22;27,54;-;27,54;-;2,39;26,77;27,54;25,29;25,29;27,54;-
06.06.2019;06:00;32,16;32,16;32,16;32,16;-;32,16;-;8,62;33,77;32,16;34,17;34,65;32,16;-
06.06.2019;07:00;40,73;33,43;33,43;40,73;-;40,73;-;6,84;39,24;40,73;38,83;43,9;40,73;-
06.06.2019;08:00;42,91;33,72;33,72;42,91;-;42,91;-;12,36;40,63;42,91;40,78;49,96;42,91;-
06.06.2019;09:00;39,93;33,5;33,5;39,93;-;39,93;-;19,98;39,59;39,93;39;49,29;39,93;-
06.06.2019;10:00;34,11;33,02;33,02;34,11;-;34,11;-;23,12;37,43;34,11;36,14;44,32;34,11;-
06.06.2019;11:00;33,62;32,54;32,54;33,62;-;33,62;-;20,31;36,78;35;35;49,4;33,62;-
06.06.2019;12:00;32,31;31,27;31,27;32,31;-;32,31;-;11,1;34,58;37,1;33,04;47,79;32,31;-
06.06.2019;13:00;32;30,98;30,98;32;-;32;-;7,43;33,31;36,1;32,1;46,91;32;-
06.06.2019;14:00;32;30,98;30,98;32;-;32;-;4,87;33,33;35;31,5;47,17;32;-
06.06.2019;15:00;32,53;30,92;30,92;32,53;-;32,53;-;4,21;32,44;35;31,54;42,97;32,53;-
06.06.2019;16:00;33,58;30,91;30,91;33,58;-;33,58;-;4,23;32,45;35;32;42,02;33,58;-
06.06.2019;17:00;35,76;31,87;31,87;35,76;-;35,76;-;8,89;37,22;35,76;37,83;41,09;35,76;-
06.06.2019;18:00;42,98;32,1;32,1;35,98;-;42,75;-;13,04;40,15;42,98;41,26;44,82;42,98;-
06.06.2019;19:00;52,04;37,2;37,2;39,07;-;51,62;-;14,52;41,33;49,93;45,72;50,61;49,93;-
06.06.2019;20:00;59,09;37,2;37,2;39,17;-;58,43;-;12,11;41,83;57,4;49,06;53,53;57,4;-
06.06.2019;21:00;55,3;43,69;43,69;34,34;-;54,6;-;13,49;42,05;51,46;48,17;48,47;51,46;-
06.06.2019;22:00;47,73;41,55;41,55;41,81;-;47,66;-;10,46;43,18;46,48;44;44;46,48;-
06.06.2019;23:00;41,47;31,42;31,42;37,54;-;41,4;-;7,52;37,56;41;38,25;38,25;41;-
07.06.2019;00:00;40,41;29,82;29,82;35,77;-;40,38;-;7,87;36,07;40,05;38,25;36,87;40,05;-
07.06.2019;01:00;34,15;29,34;29,34;23,06;-;34,05;-;10,92;32,98;34,15;38,25;33,06;34,15;-
07.06.2019;02:00;32,46;29,15;29,15;21,72;-;32,46;-;10,75;31,19;32,46;31,01;31,01;32,46;-
07.06.2019;03:00;33,14;29,43;29,43;10,41;-;33,14;-;10,36;31,14;33,14;31,4;31,4;33,14;-
07.06.2019;04:00;32,09;32,09;32,09;6,85;-;32,09;-;4,83;31,29;32,09;31,48;31,48;32,09;-
07.06.2019;05:00;32,49;32,49;32,49;9,41;-;32,41;-;13,72;32,62;36,1;34,02;34,02;32,49;-
07.06.2019;06:00;57,33;57,33;57,33;14,79;-;36,12;-;55,95;41,07;48,07;42,7;43,8;48,07;-
07.06.2019;07:00;73,75;73,75;73,75;31,12;-;43,04;-;71,98;42,78;67,71;50,37;55,11;67,71;-
07.06.2019;08:00;66,98;66,98;66,98;43,55;-;51,17;-;65,38;45,61;73,94;49,01;63,87;66,98;-
07.06.2019;09:00;45,93;45,93;45,93;41,99;-;45,82;-;44,83;42,14;59,82;42,75;55,08;45,93;-
07.06.2019;10:00;37,21;37,21;37,21;37,21;-;37,21;-;37,21;34,76;52,3;37,45;49,08;37,21;-
07.06.2019;11:00;33,39;33,39;33,39;33,39;-;33,39;-;32,59;32;50,34;34,91;47,06;33,39;-
07.06.2019;12:00;30,09;30,09;30,09;30,09;-;30,09;-;30,09;28,18;46,5;32,1;44,97;30,09;-
07.06.2019;13:00;27,7;28,39;28,39;27,7;-;27,7;-;28,39;26,59;46,5;31,69;44,39;27,7;-
07.06.2019;14:00;27,07;27,73;27,73;27,07;-;27,07;-;27,73;25,92;47,64;29,63;44,08;27,07;-
07.06.2019;15:00;27,21;27,45;27,45;27,21;-;27,21;-;27,45;26,53;48,07;31,59;44,24;27,21;-
07.06.2019;16:00;28,66;28,66;28,66;23,26;-;28,57;-;28,66;27,41;50,61;30,1;46,98;28,66;-
07.06.2019;17:00;31,27;31,27;31,27;31,27;-;31,27;-;30,54;31,78;50,64;33,32;44,75;31,27;-
07.06.2019;18:00;39,92;39,92;39,92;27,54;-;38,99;-;38,96;38,46;49,9;38,3;50,05;39,92;-
07.06.2019;19:00;42,04;42,04;42,04;32,17;-;41,28;-;41,03;40,16;48,31;40,31;51,98;42,04;-
07.06.2019;20:00;40,07;40,07;40,07;22,63;-;40,07;-;39,11;39,02;49;39,33;55,39;40,07;-
07.06.2019;21:00;33;33;33;20,22;-;32,02;-;32,21;35,95;47,7;35,63;51,72;33;-
07.06.2019;22:00;30,04;30,04;30,04;30,04;-;30,04;-;29,32;30,81;37,1;31,12;36,93;30,04;-
07.06.2019;23:00;26,25;26,25;26,25;26,25;-;28,8;-;25,62;27,04;36,2;26,82;30,22;26,41;-
08.06.2019;00:00;-0,05;10,42;10,42;3,25;-;42,6;-;10,42;20,55;48,73;9,37;44,96;29,02;-
08.06.2019;01:00;-19,95;12,68;12,68;0,9;-;35;-;12,68;14,44;42,74;6;36,03;28,76;-
08.06.2019;02:00;-39,96;11,74;11,74;2,71;-;27,1;-;11,74;8,8;40,23;0,3;20,56;29,29;-
08.06.2019;03:00;-40;5,99;5,99;-17,67;-;28,1;-;5,99;8,83;36,1;-1;11,06;30,01;-
08.06.2019;04:00;-44,93;3,85;3,85;-24,92;-;27,1;-;3,85;8,85;35,23;-2,28;10,17;29,07;-
08.06.2019;05:00;-54,78;3,66;3,66;-20,54;-;25,5;-;3,66;7,75;30;-6,57;10,6;29,01;-
08.06.2019;06:00;-59,95;3,99;3,99;-6,65;-;23,5;-;3,99;7,93;35,22;-10;19,88;29,02;-
08.06.2019;07:00;-60;10,4;10,4;2,64;-;27,1;-;10,4;8,82;38,08;-7,56;29,46;27,06;-
08.06.2019;08:00;-60,07;11,85;11,85;5,3;-;28,1;-;11,85;8,86;44,15;-10;36,84;26,09;-
08.06.2019;09:00;-65,06;16,62;16,62;5,27;-;29,9;-;16,62;15,42;46;-10;36,73;27,1;-
08.06.2019;10:00;-68,26;13,76;13,76;5,34;-;27,4;-;13,76;21,99;43,42;-15,09;35,4;27,04;-
08.06.2019;11:00;-73,04;15,85;15,85;6,62;-;26,2;-;15,85;20,91;40,23;-23,74;31,16;28,04;-
08.06.2019;12:00;-75,9;13,98;13,98;11,34;-;22,6;-;13,98;22,59;38,14;-31,31;31,16;28,08;-
08.06.2019;13:00;-85,03;1,31;11,54;6,08;-;23,2;-;11,54;21,87;32,52;-37,93;27,69;28,77;-
08.06.2019;14:00;-90,01;0,09;6,55;0,03;-;20,1;-;10,5;21,92;30;-48,14;20,56;29,01;-
08.06.2019;15:00;-85,04;0,09;9,57;0;-;16,5;-;9,57;21,24;35,22;-45,3;27,57;29,22;-
08.06.2019;16:00;-74,44;0,09;9,65;3,43;-;16;-;9,65;21,8;36,1;-30;29,02;30,01;-
08.06.2019;17:00;-65,04;10,71;10,71;6,86;-;26,3;-;10,71;12,79;40,23;-11,08;31,16;30,04;-
08.06.2019;18:00;-59,94;10,45;10,45;10,57;-;26,7;-;10,45;17,57;43,68;5,64;35,44;30,01;-
08.06.2019;19:00;10,54;10,23;10,23;12,92;-;25,8;-;10,23;25,49;43,69;22;40,27;30,08;-
08.06.2019;20:00;23,54;5,53;5,53;11,8;-;34,9;-;5,53;28,89;48,73;31,38;51,91;30,05;-
08.06.2019;21:00;25,47;0,13;3,53;12,39;-;39;-;3,53;29,2;49,09;31,81;53,53;30,04;-
08.06.2019;22:00;27,31;0,1;2,29;21,94;-;48;-;2,29;30,55;40,23;32,63;41,29;28,09;-
08.06.2019;23:00;20,84;0,08;1,63;28,72;-;41;-;1,63;28,71;36,1;29,83;32,57;26,95;-
09.06.2019;00:00;25,62;4,54;4,54;26,15;-;27,7;-;4,54;24,91;25,62;23,51;23,51;25,62;-
09.06.2019;01:00;14,24;2,42;2,42;18,7;-;33,24;-;2,42;22,08;14,24;20,64;20,64;14,24;-
09.06.2019;02:00;12;1,85;1,85;17,13;-;36,43;-;1,85;20,81;12,45;18;18;12,45;-
09.06.2019;03:00;9,16;0,83;0,83;15,11;-;38,09;-;0,83;15,08;9,16;12,24;12,24;9,16;-
09.06.2019;04:00;10,98;0,51;0,51;14,68;-;30;-;0,51;13,61;11,12;11,01;11,01;11,12;-
09.06.2019;05:00;10,72;0,86;0,86;13,87;-;27,7;-;0,86;13,97;10,72;12,47;12,47;10,72;-
09.06.2019;06:00;14,81;1,92;1,92;15,73;-;19,35;-;1,92;13,93;15,14;13,9;13,9;15,14;-
09.06.2019;07:00;13,38;2,9;2,9;15,93;-;25;-;2,9;18,95;13,57;19,11;19,61;13,57;-
09.06.2019;08:00;15,53;11;11;18;-;26,57;-;11;22,18;15,8;21,41;23,84;15,8;-
09.06.2019;09:00;10,47;10,47;10,47;14,88;-;30,29;-;10,47;14,69;11,6;18,7;20,99;11,6;-
09.06.2019;10:00;5,28;5,28;5,28;10,8;-;30,1;-;5,28;12,64;7,25;17,25;20,42;7,25;-
09.06.2019;11:00;12,26;12,26;12,26;15,73;-;27,66;-;12,26;11,5;13,5;18;22,01;13,5;-
09.06.2019;12:00;14,96;14,96;14,96;18,33;-;29,9;-;14,6;13,21;16,16;15,34;19,72;16,16;-
09.06.2019;13:00;13,58;13,58;13,58;15,81;-;23,4;-;13,26;10,17;14,37;13,29;14,7;14,37;-
09.06.2019;14:00;14,93;14,93;14,93;15,73;-;18,47;-;14,57;11,05;15,22;12,5;13,94;15,22;-
09.06.2019;15:00;17,94;17,94;17,94;17,94;-;17,94;-;12,5;15,12;17,94;19,69;22,09;17,94;-
09.06.2019;16:00;24,68;24,68;24,68;18,39;-;28,49;-;11,73;21,45;24,68;24;26,05;24,68;-
09.06.2019;17:00;31,9;31,9;31,9;20,68;-;38,14;-;13,34;29,12;29,61;30,19;30,19;29,61;-
09.06.2019;18:00;44,38;44,38;44,38;29,74;-;43,81;-;43,32;35,67;41,99;37,99;37,99;41,99;-
09.06.2019;19:00;48,77;48,77;48,77;32,12;-;48,77;-;47,6;39,93;45,91;43,8;43,8;45,91;-
09.06.2019;20:00;50,53;50,53;50,53;25,53;-;58,1;-;49,32;40,24;45,82;45,06;45,06;45,82;-
09.06.2019;21:00;47,15;47,15;47,15;19,86;-;57,11;-;46,02;39,12;41,83;42,95;42,95;41,83;-
09.06.2019;22:00;41,12;41,12;41,12;34,38;-;41,49;-;24,05;38,56;39,96;41,58;41,58;39,96;-
09.06.2019;23:00;35,6;35,6;35,6;35,6;-;35,6;-;10,04;32,11;35,6;36,15;36,15;35,6;-
10.06.2019;00:00;33,32;33,32;33,32;33,32;-;33,32;-;1,76;26,41;33,32;26,59;26,59;33,32;-
10.06.2019;01:00;28,84;28,84;28,84;28,84;-;28,84;-;1,16;25,42;28,84;25,28;25,28;28,84;-
10.06.2019;02:00;27,78;27,78;27,78;27,78;-;27,78;-;1,49;24,08;27,78;23,3;23,3;27,78;-
10.06.2019;03:00;27;27;27;27;-;27;-;1,65;22,73;27;21,81;21,81;27;-
10.06.2019;04:00;27,01;27,01;27,01;27,01;-;27,01;-;1,61;22,4;27,01;21;21;27,01;-
10.06.2019;05:00;25,83;25,83;25,83;25,83;-;25,83;-;3,08;22,61;25,83;21,84;21,84;25,83;-
10.06.2019;06:00;26,84;26,84;26,84;26,84;-;26,84;-;26,84;26,35;26,84;25,55;25,55;26,84;-
10.06.2019;07:00;30,03;30,03;30,03;30,03;-;30,03;-;30,03;28,74;30,03;30,02;30,02;30,03;-
10.06.2019;08:00;33,54;33,54;33,54;33,54;-;33,54;-;33,54;28,74;36,1;30,7;30,7;33,54;-
